Location,Observer,Session,Date,Period,Time,Sunrise,Sunset,Species,Count,Temp
Panama,Kyle,14,2023-01-30,Dawn,7:23:00,6:41:00,18:27:00,Summer_Tanager,1,26
Canada,Kyle,15,2023-01-30,Noon,12:00:00,8:16:00,17:38:00,Blue_ Jay,3,-27
Canada,Kyle,15,2023-01-30,Noon,12:04:00,8:16:00,17:38:00,Common_Redpoll,50,-27
Canada,Kyle,15,2023-01-30,Noon,12:11:00,8:16:00,17:38:00,Pine_Grosbeak,6,-27
Canada,Kyle,15,2023-01-30,Noon,12:11:00,8:16:00,17:38:00,Black-capped_Chickadee,6,-27
Panama,Kyle,16,2023-01-30,Noon,12:05:00,6:41:00,18:27:00,Dusky-faced_Tanager,2,22
Panama,Kyle,16,2023-01-30,Noon,12:12:00,6:41:00,18:27:00,Clay-colored_Thrush,1,22
Panama,Kyle,16,2023-01-30,Noon,12:12:00,6:41:00,18:27:00,Summer_Tanager,2,22
Panama,Kyle,16,2023-01-30,Noon,12:12:00,6:41:00,18:27:00,Crimson-backed_Tanager,3,22
Panama,Kyle,16,2023-01-30,Noon,12:19:00,6:41:00,18:27:00,Chestnut-headed_Oropendola,1,22
Canada,Kyle,17,2023-01-30,Dusk,12:11:00,8:16:00,17:38:00,Black-capped_Chickadee,8,-28
Panama,Jenni,18,2023-01-31,Dawn,7:03:01,6:42:00,18:27:00,Gray-headed_Chachalaca,5,28
Panama,Jenni,18,2023-01-31,Dawn,7:10:44,6:42:00,18:27:00,Clay-colored_Thrush,4,28
Panama,Jenni,18,2023-01-31,Dawn,7:11:19,6:42:00,18:27:00,Buff-throated_Salator,1,28
Panama,Jenni,18,2023-01-31,Dawn,7:18:43,6:42:00,18:27:00,Blue-gray_Tanager,2,28
Panama,Jenni,18,2023-01-31,Dawn,7:22:33,6:42:00,18:27:00,Lesser_Elaenia,1,28
Panama,Jenni,18,2023-01-31,Dawn,7:25:08,6:42:00,18:27:00,Black-chested_Jay,1,28
Canada,Jenni,19,2023-01-31,Dawn,8:15:00,8:15:00,17:38:00,Common_Redpoll,28,-15
Canada,Jenni,19,2023-01-31,Dawn,8:26:41,8:15:00,17:38:00,Black-capped_Chickadee,2,-15
Canada,Jenni,19,2023-01-31,Dawn,8:29:42,8:15:00,17:38:00,Downy_Woodpecker,1,-15
Canada,Jenni,19,2023-01-31,Dawn,8:32:18,8:15:00,17:38:00,Blue_ Jay,2,-15
Canada,Jenni,19,2023-01-31,Dawn,8:40:59,8:15:00,17:38:00,Pine_Grosbeak,1,-15
Panama,Jenni,20,2023-01-31,Noon,12:00:00,6:42:00,18:27:00,Clay-colored_Thrush,4,29
Panama,Jenni,20,2023-01-31,Noon,12:05:04,6:42:00,18:27:00,Crimson-backed_Tanager,1,29
Panama,Jenni,20,2023-01-31,Noon,12:05:18,6:42:00,18:27:00,Chestnut-headed_Oropendola,1,29
Panama,Jenni,20,2023-01-31,Noon,12:13:27,6:42:00,18:27:00,Blue-gray_Tanager,2,29
Panama,Jenni,20,2023-01-31,Noon,12:21:54,6:42:00,18:27:00,Red-crowned_Ant-Tanager,1,29
Canada,Jenni,21,2023-01-31,Noon,12:00:00,8:15:00,17:38:00,Common_Redpoll,20,-13
Canada,Jenni,21,2023-01-31,Noon,12:11:47,8:15:00,17:38:00,Black-capped_Chickadee,1,-13
Canada,Jenni,21,2023-01-31,Noon,12:14:15,8:15:00,17:38:00,Pine_Grosbeak,1,-13
Panama,Jenni,22,2023-01-31,Dusk,17:53:49,6:42:00,18:27:00,Gray-headed_Chachalaca,1,23
Panama,Jenni,22,2023-01-31,Dusk,18:00:27,6:42:00,18:27:00,Summer_Tanager,1,23
Panama,Jenni,22,2023-01-31,Dusk,18:00:38,6:42:00,18:27:00,Red-crowned_Ant-Tanager,1,23
Panama,Jenni,22,2023-01-31,Dusk,18:00:48,6:42:00,18:27:00,Crimson-backed_Tanager,1,23
Panama,Jenni,22,2023-01-31,Dusk,18:01:09,6:42:00,18:27:00,Blue-gray_Tanager,2,23
Panama,Jenni,22,2023-01-31,Dusk,18:01:54,6:42:00,18:27:00,Olive-striped_Flycatcher,1,23
Panama,Jenni,22,2023-01-31,Dusk,18:11:10,6:42:00,18:27:00,Buff-throated_Salator,1,23
Canada,Jenni,23,2023-01-31,Dusk,17:38:37,8:15:00,17:38:00,Black-capped_Chickadee,2,-22
Panama,Jodie,24,2023-02-03,Dawn,,6:39:00,18:25:00,Black-chested_Jay,1,21
Panama,Jodie,24,2023-02-03,Dawn,,6:39:00,18:25:00,Red-crowned_Ant-Tanager,1,21
Panama,Jodie,24,2023-02-03,Dawn,,6:39:00,18:25:00,Blue-gray_Tanager,2,21
Panama,Jodie,24,2023-02-03,Dawn,,6:39:00,18:25:00,Clay-colored_Thrush,1,21
Panama,Jodie,24,2023-02-03,Dawn,,6:39:00,18:25:00,Rufous_Motmot,1,21
Canada,Jodie,25,2023-02-03,Dawn,,8:10:00,17:43:00,Pine_Siskin,10,-27
Canada,Jodie,25,2023-02-03,Dawn,,8:10:00,17:43:00,Common_Redpoll,13,-27
Canada,Jodie,25,2023-02-03,Dawn,,8:10:00,17:43:00,White-winged_Crossbill,1,-27
Canada,Jodie,25,2023-02-03,Dawn,,8:10:00,17:43:00,Pine_Grosbeak,2,-27
Canada,Jodie,25,2023-02-03,Dawn,,8:10:00,17:43:00,Black-capped_Chickadee,1,-27
Canada,Jodie,25,2023-02-03,Dawn,,8:10:00,17:43:00,Blue_Jay,2,-27
Panama,Jodie,26,2023-02-03,Noon,,6:39:00,18:25:00,Black-headed_Saltator,1,26
Panama,Jodie,26,2023-02-03,Noon,,6:39:00,18:25:00,Clay-colored_Thrush,2,26
Panama,Jodie,26,2023-02-03,Noon,,6:39:00,18:25:00,Red-crowned_Ant-Tanager,1,26
Panama,Jodie,26,2023-02-03,Noon,,6:39:00,18:25:00,Crimson-backed_Tanager,1,26
Panama,Jodie,26,2023-02-03,Noon,,6:39:00,18:25:00,Palm_Tamager,1,26
Panama,Jodie,26,2023-02-03,Noon,,6:39:00,18:25:00,Swainson's_Thrush,1,26
Panama,Jodie,26,2023-02-03,Noon,,6:39:00,18:25:00,Dusky-faced_Tanager,1,26
Panama,Jodie,26,2023-02-03,Noon,,6:39:00,18:25:00,Rufous_Motmot,1,26
Panama,Jodie,26,2023-02-03,Noon,,6:39:00,18:25:00,Blue-gray_Tanager,2,26
Canada,Jodie,27,2023-02-03,Noon,,8:10:00,17:43:00,Pine_Siskin,8,-25
Canada,Jodie,27,2023-02-03,Noon,,8:10:00,17:43:00,Common_Redpoll,8,-25
Canada,Jodie,27,2023-02-03,Noon,,8:10:00,17:43:00,Blue_Jay,1,-25
Canada,Jodie,27,2023-02-03,Noon,,8:10:00,17:43:00,White-winged_crossbill,1,-25
Canada,Jodie,27,2023-02-03,Noon,,8:10:00,17:43:00,Pine_Grosbeak,1,-25
Canada,Jodie,27,2023-02-03,Noon,,8:10:00,17:43:00,Black-capped_Chickadee,2,-25
Canada,Jodie,27,2023-02-03,Noon,,8:10:00,17:43:00,Evening_Grosbeak,1,-25
Canada,Jodie,27,2023-02-03,Noon,,8:10:00,17:43:00,Downy_Woodpecker,1,-25
Panama,Jodie,28,2023-02-03,Dusk,,6:39:00,18:25:00,Palm_Tanager,1,26
Panama,Jodie,28,2023-02-03,Dusk,,6:39:00,18:25:00,Dusky-faced_Tanager,2,26
Panama,Jodie,28,2023-02-03,Dusk,,6:39:00,18:25:00,Rufour_Motmot,1,26
Panama,Jodie,28,2023-02-03,Dusk,,6:39:00,18:25:00,Red-crowned_Ant-Tanager,1,26
Panama,Jodie,28,2023-02-03,Dusk,,6:39:00,18:25:00,Clay-colored_Thrush,1,26
Panama,Jodie,28,2023-02-03,Dusk,,6:39:00,18:25:00,Green_Honeycreeper,1,26
Panama,Jodie,28,2023-02-03,Dusk,,6:39:00,18:25:00,Blue-Gray_Tanager,2,26
Panama,Jodie,28,2023-02-03,Dusk,,6:39:00,18:25:00,Crimson-backed_Tanager,1,26
Canada,Jodie,29,2023-02-03,Dusk,,8:10:00,17:43:00,Black-capped_Chickadee,4,-25
Canada,Jodie,29,2023-02-03,Dusk,,8:10:00,17:43:00,Northern_Shrike,1,-25
Panama,Jenni ,30,2023-02-07,Dawn,,6:41:38,18:29:33,Clay-colored_Thrush,5,28
Panama,Jenni ,30,2023-02-07,Dawn,,6:41:38,18:29:33,Black-chested_Jay,2,28
Panama,Jenni ,30,2023-02-07,Dawn,,6:41:38,18:29:33,Crimson-backed_Tanager,1,28
Panama,Jenni ,30,2023-02-07,Dawn,,6:41:38,18:29:33,Summer_Tanager,1,28
Panama,Jenni ,30,2023-02-07,Dawn,,6:41:38,18:29:33,Gray-headed_Chachalaca,7,28
Canada,Jenni ,31,2023-02-07,Dawn,,8:05:00,17:50:00,Common_Redpoll,31,0
Canada,Jenni ,31,2023-02-07,Dawn,,8:05:00,17:50:00,Pine_Grosbeak,2,0
Canada,Jenni ,31,2023-02-07,Dawn,,8:05:00,17:50:00,Evening_Grosbeak,3,0
Canada,Jenni ,31,2023-02-07,Dawn,,8:05:00,17:50:00,Blue_Jay,2,0
Canada,Jenni ,31,2023-02-07,Dawn,,8:05:00,17:50:00,Black-capped_Chickadee,1,0
Panama,Jenni ,32,2023-02-07,Noon,,6:41:38,18:29:33,Buff-throated_Salator,1,28
Panama,Jenni ,32,2023-02-07,Noon,,6:41:38,18:29:33,Summer_Tanager,1,28
Panama,Jenni ,32,2023-02-07,Noon,,6:41:38,18:29:33,Clay-colored_Thrush,2,28
Canada,Jenni ,33,2023-02-07,Noon,,8:05:00,17:50:00,Common_Redpoll,7,0
Canada,Jenni ,33,2023-02-07,Noon,,8:05:00,17:50:00,Black-capped_Chickadee,1,0
Canada,Jenni ,33,2023-02-07,Noon,,8:05:00,17:50:00,Pine_Grosbeak,4,0
Panama,Jenni ,34,2023-02-07,Dusk,,6:41:38,18:29:33,Summer_Tanager,2,24
Panama,Jenni ,34,2023-02-07,Dusk,,6:41:38,18:29:33,Rufous_Motmot,4,24
Panama,Jenni ,34,2023-02-07,Dusk,,6:41:38,18:29:33,Gray-headed_Chachalaca,3,24
Panama,Jenni ,34,2023-02-07,Dusk,,6:41:38,18:29:33,Buff-throated_Salator,2,24
Panama,Jenni ,34,2023-02-07,Dusk,,6:41:38,18:29:33,Olive-striped_Flycatcher,2,24
Panama,Jenni ,34,2023-02-07,Dusk,,6:41:38,18:29:33,Clay-colored_Thrush,1,24
Panama,Jenni ,34,2023-02-07,Dusk,,6:41:38,18:29:33,Crimson-backed_Tanager,2,24
Panama,Jenni ,34,2023-02-07,Dusk,,6:41:38,18:29:33,White-tipped_Dove,1,24
Panama,Jenni ,34,2023-02-07,Dusk,,6:41:38,18:29:33,Palm_Tanager,2,24
Canada,Jenni,35,2023-02-07,Dusk,,8:05:00,17:50:00,Black-capped_Chickadee,1,-12
Canada,Kyle,36,2023-02-08,Dawn,,8:04:00,17:52:00,Common_Redpoll,20,-1
Canada,Kyle,36,2023-02-08,Dawn,,8:04:00,17:52:00,Pine_Grosbeak,1,-1
Canada,Kyle,36,2023-02-08,Dawn,,8:04:00,17:52:00,Blue_Jay,3,-1
Panama,Kyle,38,2023-02-08,Dawn,,6:40:00,18:29:00,Black-chested_Jay,2,29
Panama,Kyle,38,2023-02-08,Dawn,,6:40:00,18:29:00,Clay-colored_Thrush,1,29
Panama,Kyle,38,2023-02-08,Dawn,,6:40:00,18:29:00,Summer_Tanager,1,29
Panama,Kyle,38,2023-02-08,Dawn,,6:40:00,18:29:00,Gray-cowled_Wood-Rail,2,29
Panama,Kyle,38,2023-02-08,Dawn,,6:40:00,18:29:00,Crimson-backed_Tanager,1,29
Panama,Kyle,38,2023-02-08,Dawn,,6:40:00,18:29:00,Red-throated_Ant-Tanager,1,29
Panama,Kyle,38,2023-02-08,Dawn,,6:40:00,18:29:00,Gray-headed_Chachalaca,7,29
Panama,Kyle,38,2023-02-08,Dawn,,6:40:00,18:29:00,Dusky-faced_Tanager,1,29
Canada,Kyle,39,2023-02-08,Noon,,8:04:00,17:52:00,Black-capped_Chickadee,3,-8
Canada,Kyle,39,2023-02-08,Noon,,8:04:00,17:52:00,Common_Redpoll,20,-8
Panama,Kyle,40,2023-02-08,Noon,,6:40:00,18:29:00,Clay-colored_Thrush,7,24
Panama,Kyle,40,2023-02-08,Noon,,6:40:00,18:29:00,Crimson-backed_Tanager,4,24
Panama,Kyle,40,2023-02-08,Noon,,6:40:00,18:29:00,Summer_Tanager,3,24
Panama,Kyle,40,2023-02-08,Noon,,6:40:00,18:29:00,Blue-gray_Tanager,2,24
Panama,Kyle,40,2023-02-08,Noon,,6:40:00,18:29:00,Buff-throated_Salator,1,24
Panama,Kyle,40,2023-02-08,Noon,,6:40:00,18:29:00,Palm_Tanager,2,24
Panama,Kyle,40,2023-02-08,Noon,,6:40:00,18:29:00,**Humming_Bird_Unknown***,1,24
Canada,Kyle,41,2023-02-08,Dusk,,8:04:00,17:52:00,Common_Redpoll,3,-11
Canada,Kyle,41,2023-02-08,Dusk,,8:04:00,17:52:00,Black-capped_Chickadee,7,-11
Panama,Kyle,42,2023-02-08,Dusk,,6:40:00,18:29:00,Clay-colored_Thrush,6,23
Panama,Kyle,42,2023-02-08,Dusk,,6:40:00,18:29:00,Yellow_Warbler,1,23
Panama,Kyle,42,2023-02-08,Dusk,,6:40:00,18:29:00,Blue-gray_Tanager,2,23
Panama,Kyle,42,2023-02-08,Dusk,,6:40:00,18:29:00,Orange-bellied_Euphonia,1,23
Panama,Kyle,42,2023-02-08,Dusk,,6:40:00,18:29:00,Rufous_Motmot,1,23
Panama,Kyle,42,2023-02-08,Dusk,,6:40:00,18:29:00,**Humming_Bird_Unknown***,1,23
Panama,Kyle,42,2023-02-08,Dusk,,6:40:00,18:29:00,Crimson-backed_Tanager,1,23
Panama,Kyle,42,2023-02-08,Dusk,,6:40:00,18:29:00,Buff-throated_Salator,1,23
Panama,Jodie,37,2023-02-08,Dawn,,6:38:00,18:27:00 AM,Clay-colored_Thrush ,3,28
Panama,Jodie,37,2023-02-08,Dawn,,6:38:00,18:27:00 AM,Red-crowned_Ant-Tanager,1,28
Panama,Jodie,37,2023-02-08,Dawn,,6:38:00,18:27:00 AM,Black-headed_Saltator,3,28
Panama,Jodie,37,2023-02-08,Dawn,,6:38:00,18:27:00 AM,Gray-headed_Chachalaca,4,28
Canada,Jodie,43,2023-02-08,Dawn,,7:59:00,17:55:00,Pine_Siskin,4,-8
Canada,Jodie,43,2023-02-08,Dawn,,7:59:00,17:55:00,Common_Redpoll,15,-8
Canada,Jodie,43,2023-02-08,Dawn,,7:59:00,17:55:00,Blue_Jay,1,-8
Canada,Jodie,43,2023-02-08,Dawn,,7:59:00,17:55:00,Black-capped_Chickadee,1,-8
Canada,Jodie,43,2023-02-08,Dawn,,7:59:00,17:55:00,Pine_Grosbeak,2,29
Panama,Jodie,44,2023-02-08,Noon,,6:38:00,18:27:00 AM,Clay-colored_Thrush,2,29
Panama,Jodie,44,2023-02-08,Noon,,6:38:00,18:27:00 AM,Blue-gray_Tanager,1,29
Panama,Jodie,44,2023-02-08,Noon,,6:38:00,18:27:00 AM,Chestnut-headed_Oropendola,1,29
Panama,Jodie,44,2023-02-08,Noon,,6:38:00,18:27:00 AM,Green_Hermit,1,29
Canada,Jodie,45,2023-02-08,Noon,,7:59:00,17:55:00,Common_Redpoll,12,29
Canada,Jodie,45,2023-02-08,Noon,,7:59:00,17:55:00,Black-capped_Chickadee,1,-9
Canada,Jodie,45,2023-02-08,Noon,,7:59:00,17:55:00,Red-breasted_Nuthatch,1,-9
Panama,Jodie,46,2023-02-08,Dusk,,6:38:00,18:27:00 AM,Buff-throated_Saltator,1,24
Panama,Jodie,46,2023-02-08,Dusk,,6:38:00,18:27:00 AM,Clay-colored_Thrush,4,24
Panama,Jodie,46,2023-02-08,Dusk,,6:38:00,18:27:00 AM,Red-crowned_Ant-Tanager,1,24
Panama,Jodie,46,2023-02-08,Dusk,,6:38:00,18:27:00 AM,Blue-gray_Tanager,1,24
Panama,Jodie,46,2023-02-08,Dusk,,6:38:00,18:27:00 AM,Dusky-faced_Tanager,2,24
Panama,Jodie,46,2023-02-08,Dusk,,6:38:00,18:27:00 AM,Rufous_Motmot,1,24
Panama,Jodie,46,2023-02-08,Dusk,,6:38:00,18:27:00 AM,Streaked_Saltator,1,24
Panama,Jodie,46,2023-02-08,Dusk,,6:38:00,18:27:00 AM,Crimson-backed_Tanager,1,24
Panama,Jodie,46,2023-02-08,Dusk,,6:38:00,18:27:00 AM,Black-chested_Jay,4,24
Panama,Jodie,46,2023-02-08,Dusk,,6:38:00,18:27:00 AM,White-tipped_Dove,1,24
Canada,Jodie,47,2023-02-08,Dusk,,7:59:00,17:55:00,Black-capped_Chickadee,3,-9
Canada,Kyle,48,2023-02-15,Dawn,,7:52:00,18:03:00,Common_Redpoll,20,-17
Canada,Kyle,48,2023-02-15,Dawn,,7:52:00,18:03:00,Pine_Grosbeak,1,-17
Canada,Kyle,48,2023-02-15,Dawn,,7:52:00,18:03:00,Black-capped_Chickadee,2,-17
Panama,Kyle,49,2023-02-15,Dawn,,6:35:00,18:31:00,Red-crowned_Ant-Tanager,4,25
Panama,Kyle,49,2023-02-15,Dawn,,6:35:00,18:31:00,Blue-gray_Tanager,1,25
Panama,Kyle,49,2023-02-15,Dawn,,6:35:00,18:31:00,Clay-colored_Thrush,3,25
Panama,Kyle,49,2023-02-15,Dawn,,6:35:00,18:31:00,Black-headed_Saltator,1,25
Panama,Kyle,49,2023-02-15,Dawn,,7:52:00,18:03:00,Summer_Tanager,3,25
Canada,Kyle,50,2023-02-15,Noon,,7:52:00,18:03:00,Pine_Grosbeak,18,-17
Canada,Kyle,50,2023-02-15,Noon,,7:52:00,18:03:00,Evening_Grosbeak,4,-17
Canada,Kyle,50,2023-02-15,Noon,,7:52:00,18:03:00,Common_Redpoll,40,-17
Canada,Kyle,50,2023-02-15,Noon,,7:52:00,18:03:00,Black-capped_Chickadee,2,26
Panama,Kyle,51,2023-02-15,Noon,,6:35:00,18:31:00,Clay-colored_Thrush,8,26
Panama,Kyle,51,2023-02-15,Noon,,6:35:00,18:31:00,Summer_Tanager,1,26
Panama,Kyle,51,2023-02-15,Noon,,6:35:00,18:31:00,Blue-gray_Tanager,1,26
Panama,Kyle,51,2023-02-15,Noon,,6:35:00,18:31:00,Palm_Tanager,1,26
Canada,Kyle,52,2023-02-15,Dusk,,7:52:00,18:03:00,Black-capped_Chickadee,5,-21
Canada,Kyle,52,2023-02-15,Dusk,,7:52:00,18:03:00,Common_Redpoll,25,-21
Panama,Kyle,53,2023-02-15,Dusk,,6:35:00,18:31:00,Rufous_Motmot,2,26
Panama,Kyle,53,2023-02-15,Dusk,,6:35:00,18:31:00,Gray-headed_Chachalaca,2,26
Panama,Kyle,53,2023-02-15,Dusk,,6:35:00,18:31:00,**Humming_Bird_Unknown***,2,26
Panama,Kyle,53,2023-02-15,Dusk,,6:35:00,18:31:00,Crimson-backed_Tanager,1,26
